,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
1476,Indigo,6E-5001,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,10,5955
1477,Indigo,6E-6261,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,10,5955
1478,Indigo,6E-6278,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,10,5955
1479,Air_India,AI-887,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,10,5955
1480,Air_India,AI-665,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,10,5955
1481,Air_India,AI-865,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,10,5955
1482,Air_India,AI-678,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,10,5955
1483,AirAsia,I5-773,Delhi,Evening,one,Early_Morning,Mumbai,Economy,11.67,10,5949
1484,GO_FIRST,G8-237,Delhi,Afternoon,one,Night,Mumbai,Economy,7.5,10,5954
1485,GO_FIRST,G8-103,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.33,10,5954
1486,GO_FIRST,G8-119,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.67,10,5954
1487,GO_FIRST,G8-119,Delhi,Evening,one,Morning,Mumbai,Economy,15.17,10,5954
1488,GO_FIRST,G8-113,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.75,10,5954
1489,Air_India,AI-441,Delhi,Evening,one,Night,Mumbai,Economy,3.75,10,5955
1490,Vistara,UK-945,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,10,6375
1491,Vistara,UK-941,Delhi,Evening,zero,Evening,Mumbai,Economy,2.33,10,6375
1492,Indigo,6.00E-218,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,10,6165
1493,SpiceJet,SG-8709,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,10,6270
1494,SpiceJet,SG-8483,Delhi,Evening,one,Early_Morning,Mumbai,Economy,13.25,10,6270
1495,Vistara,UK-993,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.17,10,6690
1496,Vistara,UK-985,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,10,6690
1497,Vistara,UK-953,Delhi,Night,zero,Night,Mumbai,Economy,2.17,10,6690
1498,Air_India,AI-805,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,10,6375
1499,Air_India,AI-624,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,10,6375
1500,SpiceJet,SG-8169,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,10,6480
1501,GO_FIRST,G8-346,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,10,6532
1502,GO_FIRST,G8-330,Delhi,Night,zero,Night,Mumbai,Economy,2.25,10,6532
1503,Indigo,6E-2137,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,10,6585
1504,Indigo,6E-5328,Delhi,Morning,zero,Morning,Mumbai,Economy,2.5,10,6585
1505,Vistara,UK-981,Delhi,Night,zero,Night,Mumbai,Economy,2,10,7530
1506,Vistara,UK-951,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,10,7530
1507,Vistara,UK-933,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,10,7530
1508,Air_India,AI-868,Delhi,Evening,zero,Evening,Mumbai,Economy,2,10,7215
1509,Indigo,6E-2013,Delhi,Early_Morning,one,Morning,Mumbai,Economy,6.58,10,7420
1510,Indigo,6E-6722,Delhi,Night,zero,Night,Mumbai,Economy,2.25,10,7530
1511,Indigo,6E-5041,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,10,7845
1512,Indigo,6E-6202,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,10,8055
1513,Indigo,6.00E-184,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.17,10,8108
1514,Indigo,6E-2046,Delhi,Evening,zero,Evening,Mumbai,Economy,2.17,10,8685
1515,Indigo,6E-549,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,10,8685
1516,Indigo,6E-2083,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.42,10,8885
1517,Indigo,6E-5018,Delhi,Afternoon,one,Night,Mumbai,Economy,10.33,10,9263
1518,Indigo,6E-926,Delhi,Evening,one,Night,Mumbai,Economy,4.92,10,9373
1519,Indigo,6E-5063,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,10,9373
1520,GO_FIRST,G8-717,Delhi,Evening,one,Night,Mumbai,Economy,4.75,10,9447
1521,GO_FIRST,G8-717,Delhi,Evening,one,Late_Night,Mumbai,Economy,9.33,10,9447
1522,Vistara,UK-829,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.5,10,9840
1523,Vistara,UK-829,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.5,10,9840
1524,Vistara,UK-859,Delhi,Morning,one,Night,Mumbai,Economy,12.58,10,9945
1525,Vistara,UK-859,Delhi,Morning,one,Morning,Mumbai,Economy,23.58,10,9945
1526,AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,10,9840
1527,Indigo,6E-607,Delhi,Night,one,Morning,Mumbai,Economy,10.17,10,9861
1528,Vistara,UK-829,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7,10,10260
1529,Air_India,AI-531,Delhi,Evening,one,Night,Mumbai,Economy,24.75,10,9945
1530,Vistara,UK-683,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.58,10,10303
1531,Vistara,UK-879,Delhi,Evening,one,Night,Mumbai,Economy,5.33,10,10575
1532,Vistara,UK-899,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,10,10575
1533,Vistara,UK-871,Delhi,Night,one,Morning,Mumbai,Economy,13.42,10,10575
1534,Vistara,UK-879,Delhi,Evening,one,Morning,Mumbai,Economy,16.33,10,10575
1535,Vistara,UK-871,Delhi,Night,one,Afternoon,Mumbai,Economy,17.92,10,10575
1536,Vistara,UK-899,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.25,10,10575
1537,Vistara,UK-879,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,10,10575
1538,Vistara,UK-899,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,23.75,10,10575
1539,Vistara,UK-871,Delhi,Night,one,Night,Mumbai,Economy,26.42,10,10575
1540,Indigo,6E-2092,Delhi,Evening,one,Night,Mumbai,Economy,5.33,10,10260
1541,GO_FIRST,G8-719,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.25,10,10339
1542,Indigo,6E-2168,Delhi,Evening,one,Night,Mumbai,Economy,4.42,10,10349
1543,Indigo,6E-369,Delhi,Night,one,Morning,Mumbai,Economy,10.42,10,10523
1544,GO_FIRST,G8-1404,Delhi,Morning,one,Afternoon,Mumbai,Economy,5.08,10,10549
1545,SpiceJet,SG-2976,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,10,10651
1546,Air_India,AI-473,Delhi,Evening,one,Evening,Mumbai,Economy,22.75,10,10680
1547,Indigo,6E-2193,Delhi,Afternoon,one,Night,Mumbai,Economy,8.33,10,10838
1548,Air_India,AI-475,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,24.58,10,10933
1549,SpiceJet,SG-2277,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.75,10,11047
1550,GO_FIRST,G8-2401,Delhi,Morning,one,Night,Mumbai,Economy,13,10,11179
1551,Air_India,AI-411,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8,10,11310
1552,Air_India,AI-811,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.58,10,11310
1553,Air_India,AI-9809,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.83,10,11310
1554,Air_India,AI-431,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,26.17,10,11310
1555,Indigo,6E-5063,Delhi,Afternoon,one,Night,Mumbai,Economy,5.42,10,11326
1556,SpiceJet,SG-3002,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,10,11624
1557,Air_India,AI-483,Delhi,Evening,one,Evening,Mumbai,Economy,23.92,10,11690
1558,Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Economy,11.58,10,12150
1559,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.67,10,12150
1560,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,12.67,10,12150
1561,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,12.75,10,12150
1562,Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Economy,13.58,10,12150
1563,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,13.75,10,12150
1564,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,14.33,10,12150
1565,Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Economy,14.75,10,12150
1566,Vistara,UK-811,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.83,10,12150
1567,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,15.33,10,12150
1568,Vistara,UK-811,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.92,10,12150
1569,Vistara,UK-811,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.5,10,12150
1570,Vistara,UK-801,Delhi,Morning,one,Morning,Mumbai,Economy,23.17,10,12150
1571,Air_India,AI-479,Delhi,Night,one,Afternoon,Mumbai,Economy,16.5,10,11900
1572,Vistara,UK-809,Delhi,Evening,one,Morning,Mumbai,Economy,12.42,10,12255
1573,Vistara,UK-809,Delhi,Evening,one,Morning,Mumbai,Economy,14.42,10,12255
1574,Vistara,UK-809,Delhi,Evening,one,Morning,Mumbai,Economy,15.58,10,12255
1575,SpiceJet,SG-2976,Delhi,Evening,one,Night,Mumbai,Economy,4.5,10,11911
1576,Air_India,AI-504,Delhi,Night,one,Morning,Mumbai,Economy,11.33,10,12150
1577,Air_India,AI-803,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.92,10,12150
1578,Air_India,AI-504,Delhi,Night,one,Night,Mumbai,Economy,23.83,10,12150
1579,Air_India,AI-803,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.42,10,12150
1580,Indigo,6E-2373,Delhi,Afternoon,one,Evening,Mumbai,Economy,6,10,12226
1581,Air_India,AI-9643,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,10,12255
1582,Air_India,AI-9645,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,24.83,10,12298
1583,AirAsia,I5-741,Delhi,Afternoon,one,Night,Mumbai,Economy,7.75,10,12990
1584,Air_India,AI-764,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,10,12990
1585,GO_FIRST,G8-1404,Delhi,Morning,one,Evening,Mumbai,Economy,7.08,10,13069
1586,Air_India,AI-9911,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.25,10,13086
1587,Vistara,UK-706,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,10,13568
1588,Vistara,UK-833,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.33,10,13725
1589,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,15.75,10,13830
1590,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,13.08,10,13935
1591,Air_India,AI-451,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.92,10,13620
1592,Air_India,AI-839,Delhi,Night,one,Night,Mumbai,Economy,26.5,10,13620
1593,Indigo,6.00E-181,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.83,10,13673
1594,Indigo,6E-2338,Delhi,Afternoon,one,Night,Mumbai,Economy,8,10,13767
1595,Vistara,UK-673,Delhi,Afternoon,one,Evening,Mumbai,Economy,5,10,14250
1596,Vistara,UK-833,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.42,10,14565
1597,Vistara,UK-727,Delhi,Night,one,Afternoon,Mumbai,Economy,16.5,10,14565
1598,Air_India,AI-807,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,10,14355
1599,Air_India,AI-762,Delhi,Night,one,Afternoon,Mumbai,Economy,16.17,10,14670
1600,Air_India,AI-544,Delhi,Evening,one,Night,Mumbai,Economy,6.67,10,14880
1601,Air_India,AI-542,Delhi,Morning,one,Night,Mumbai,Economy,14.17,10,14880
1602,Air_India,AI-560,Delhi,Morning,one,Night,Mumbai,Economy,15.75,10,14880
1603,GO_FIRST,G8-101,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.5,10,15039
1604,GO_FIRST,G8-266,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.08,10,15127
1605,Air_India,AI-506,Delhi,Morning,one,Night,Mumbai,Economy,11.33,10,15195
1606,Air_India,AI-506,Delhi,Morning,one,Morning,Mumbai,Economy,22.83,10,15195
1607,Air_India,AI-764,Delhi,Evening,one,Night,Mumbai,Economy,27.17,10,15195
1608,Indigo,6E-2154,Delhi,Morning,one,Afternoon,Mumbai,Economy,5,10,15232
1609,Indigo,6E-2097,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.58,10,15232
1610,Vistara,UK-747,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.5,10,15615
1611,Vistara,UK-747,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.83,10,15615
1612,Vistara,UK-837,Delhi,Evening,one,Morning,Mumbai,Economy,18.25,10,15615
1613,GO_FIRST,G8-300,Delhi,Morning,one,Afternoon,Mumbai,Economy,5.92,10,15301
1614,Vistara,UK-837,Delhi,Evening,one,Morning,Mumbai,Economy,15.58,10,15720
1615,GO_FIRST,G8-191,Delhi,Morning,one,Evening,Mumbai,Economy,8.25,10,15441
1616,Vistara,UK-627,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,26.67,10,15878
1617,Indigo,6E-2102,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.08,10,15720
1618,Indigo,6E-7403,Delhi,Early_Morning,one,Evening,Mumbai,Economy,8.67,10,15720
1619,Indigo,6E-2154,Delhi,Morning,one,Evening,Mumbai,Economy,9.25,10,15720
1620,Vistara,UK-839,Delhi,Afternoon,one,Night,Mumbai,Economy,9.08,10,16455
1621,Air_India,AI-801,Delhi,Evening,one,Night,Mumbai,Economy,29.33,10,16245
1622,Air_India,AI-762,Delhi,Night,one,Night,Mumbai,Economy,23.83,10,16875
1623,Air_India,AI-9843,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,10,17295
1624,Vistara,UK-705,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.5,10,17715
1625,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.83,10,17715
1626,Air_India,AI-877,Delhi,Morning,one,Evening,Mumbai,Economy,6.42,10,17715
1627,GO_FIRST,G8-165,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8,10,17821
1628,Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,10,18135
1629,Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.25,10,18135
1630,Air_India,AI-409,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,10,18481
1631,Vistara,UK-847,Delhi,Morning,one,Afternoon,Mumbai,Economy,27.58,10,19290
1632,Air_India,AI-767,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,10,18975
1633,GO_FIRST,G8-300,Delhi,Morning,one,Evening,Mumbai,Economy,9.67,10,19501
1634,Air_India,AI-502,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,10,19605
1635,Air_India,AI-502,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.08,10,19605
1636,GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,7.5,10,20393
1637,Air_India,AI-406,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.83,10,21390
1638,GO_FIRST,G8-213,Delhi,Morning,one,Evening,Mumbai,Economy,5.67,10,22791
1639,Air_India,AI-465,Delhi,Evening,one,Night,Mumbai,Economy,6.25,10,24435
1640,Air_India,AI-512,Delhi,Afternoon,one,Night,Mumbai,Economy,8.92,10,24435
1641,Air_India,AI-540,Delhi,Night,one,Evening,Mumbai,Economy,20.42,10,24435
1642,Air_India,AI-885,Delhi,Morning,one,Evening,Mumbai,Economy,5.67,10,25695
1643,Air_India,AI-885,Delhi,Morning,one,Night,Mumbai,Economy,11.5,10,25695
1644,SpiceJet,SG-8709,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,11,5953
1645,SpiceJet,SG-1089,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,11,5953
1646,SpiceJet,SG-8803,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,11,5953
1647,SpiceJet,SG-1061,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,11,5953
1648,SpiceJet,SG-8157,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,11,5953
1649,SpiceJet,SG-8169,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,11,5953
1650,Vistara,UK-981,Delhi,Night,zero,Night,Mumbai,Economy,2,11,5955
1651,Vistara,UK-927,Delhi,Morning,zero,Morning,Mumbai,Economy,2.08,11,5955
1652,Vistara,UK-975,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,11,5955
1653,Vistara,UK-993,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.17,11,5955
1654,Vistara,UK-951,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,11,5955
1655,Vistara,UK-933,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,11,5955
1656,Vistara,UK-985,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,11,5955
1657,Vistara,UK-953,Delhi,Night,zero,Night,Mumbai,Economy,2.17,11,5955
1658,Vistara,UK-943,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,11,5955
1659,Vistara,UK-995,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,11,5955
1660,Vistara,UK-977,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,11,5955
1661,Vistara,UK-963,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,11,5955
1662,Vistara,UK-945,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,11,5955
1663,Vistara,UK-941,Delhi,Evening,zero,Evening,Mumbai,Economy,2.33,11,5955
1664,Vistara,UK-955,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,11,5955
1665,GO_FIRST,G8-7533,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.08,11,5954
1666,GO_FIRST,G8-7534,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.08,11,5954
1667,GO_FIRST,G8-7535,Delhi,Evening,zero,Evening,Mumbai,Economy,2.08,11,5954
1668,GO_FIRST,G8-530,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,11,5954
1669,GO_FIRST,G8-334,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,11,5954
1670,GO_FIRST,G8-354,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,11,5954
1671,GO_FIRST,G8-2501,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.25,11,5954
1672,GO_FIRST,G8-336,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,11,5954
1673,GO_FIRST,G8-392,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,11,5954
1674,GO_FIRST,G8-346,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,11,5954
1675,GO_FIRST,G8-330,Delhi,Night,zero,Night,Mumbai,Economy,2.25,11,5954
1676,GO_FIRST,G8-338,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,11,5954
1677,GO_FIRST,G8-323,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,11,5954
1678,Indigo,6.00E-171,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.17,11,5955
1679,Indigo,6E-2054,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,11,5955
1680,Indigo,6E-2137,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,11,5955
1681,Indigo,6E-6261,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,11,5955
1682,Indigo,6E-6722,Delhi,Night,zero,Night,Mumbai,Economy,2.25,11,5955
1683,Indigo,6.00E-218,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,11,5955
1684,Indigo,6E-5328,Delhi,Morning,zero,Morning,Mumbai,Economy,2.5,11,5955
1685,AirAsia,I5-764,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,11,5956
1686,Air_India,AI-868,Delhi,Evening,zero,Evening,Mumbai,Economy,2,11,5955
1687,Air_India,AI-887,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,11,5955
1688,Air_India,AI-665,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,11,5955
1689,Air_India,AI-865,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,11,5955
1690,Air_India,AI-805,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,11,5955
1691,Air_India,AI-678,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,11,5955
1692,Air_India,AI-624,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,11,5955
1693,AirAsia,I5-747,Delhi,Evening,one,Late_Night,Mumbai,Economy,5.58,11,5949
1694,AirAsia,I5-773,Delhi,Evening,one,Late_Night,Mumbai,Economy,6.42,11,5949
1695,AirAsia,I5-721,Delhi,Night,one,Early_Morning,Mumbai,Economy,10.5,11,5949
1696,AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,11,5949
1697,AirAsia,I5-773,Delhi,Evening,one,Early_Morning,Mumbai,Economy,11.67,11,5949
1698,AirAsia,I5-747,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.25,11,5949
1699,AirAsia,I5-740,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.58,11,5949
1700,AirAsia,I5-788,Delhi,Night,one,Afternoon,Mumbai,Economy,14.25,11,5949
1701,AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,11,5949
1702,GO_FIRST,G8-113,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.58,11,5954
1703,GO_FIRST,G8-211,Delhi,Morning,one,Afternoon,Mumbai,Economy,6.75,11,5954
1704,GO_FIRST,G8-7553,Delhi,Afternoon,one,Night,Mumbai,Economy,7.08,11,5954
1705,GO_FIRST,G8-286,Delhi,Morning,two_or_more,Evening,Mumbai,Economy,7.5,11,5954
1706,GO_FIRST,G8-286,Delhi,Morning,two_or_more,Evening,Mumbai,Economy,8.83,11,5954
1707,GO_FIRST,G8-191,Delhi,Morning,one,Evening,Mumbai,Economy,8.92,11,5954
1708,GO_FIRST,G8-237,Delhi,Afternoon,one,Night,Mumbai,Economy,9.25,11,5954
1709,GO_FIRST,G8-2509,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,11,5954
1710,GO_FIRST,G8-286,Delhi,Morning,two_or_more,Night,Mumbai,Economy,9.83,11,5954
1711,GO_FIRST,G8-194,Delhi,Night,one,Early_Morning,Mumbai,Economy,11.25,11,5954
1712,GO_FIRST,G8-211,Delhi,Morning,one,Night,Mumbai,Economy,11.33,11,5954
1713,GO_FIRST,G8-266,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.75,11,5954
1714,GO_FIRST,G8-2609,Delhi,Night,one,Morning,Mumbai,Economy,11.83,11,5954
1715,Air_India,AI-636,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.5,11,5955
1716,Air_India,AI-441,Delhi,Evening,one,Night,Mumbai,Economy,3.75,11,5955
1717,SpiceJet,SG-2976,Delhi,Evening,one,Night,Mumbai,Economy,4.5,11,5955
1718,Indigo,6E-2092,Delhi,Evening,one,Night,Mumbai,Economy,5.33,11,5955
1719,Indigo,6E-2013,Delhi,Early_Morning,one,Morning,Mumbai,Economy,6.58,11,5955
1720,Indigo,6E-5018,Delhi,Afternoon,one,Night,Mumbai,Economy,10.33,11,5955
1721,SpiceJet,SG-2976,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,11,5955
1722,SpiceJet,SG-2277,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.75,11,5955
1723,SpiceJet,SG-8483,Delhi,Evening,one,Early_Morning,Mumbai,Economy,13.25,11,6060
1724,Indigo,6E-5001,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,11,6165
1725,Indigo,6E-2046,Delhi,Evening,zero,Evening,Mumbai,Economy,2.17,11,6165
1726,Indigo,6E-549,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,11,6165
1727,Indigo,6E-6278,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,11,6165
1728,AirAsia,I5-482,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,11,6349
1729,Indigo,6E-2373,Delhi,Afternoon,one,Evening,Mumbai,Economy,6,11,6443
1730,Indigo,6E-6202,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,11,6585
1731,Indigo,6E-5041,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,11,6585
1732,Indigo,6.00E-184,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.17,11,6638
1733,Indigo,6E-607,Delhi,Night,one,Early_Morning,Mumbai,Economy,7.67,11,6932
1734,Indigo,6E-369,Delhi,Night,one,Morning,Mumbai,Economy,10.42,11,6932
1735,Indigo,6E-926,Delhi,Evening,one,Night,Mumbai,Economy,4.92,11,7420
1736,Indigo,6E-2083,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.42,11,7420
1737,Indigo,6E-2042,Delhi,Night,one,Early_Morning,Mumbai,Economy,9.58,11,7420
1738,Air_India,AI-435,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.5,11,7468
1739,Indigo,6E-2168,Delhi,Evening,one,Night,Mumbai,Economy,4.42,11,8396
1740,Vistara,UK-637,Delhi,Evening,one,Morning,Mumbai,Economy,18.33,11,9000
1741,Vistara,UK-706,Delhi,Afternoon,one,Morning,Mumbai,Economy,21.83,11,9000
1742,GO_FIRST,G8-717,Delhi,Evening,one,Night,Mumbai,Economy,4.75,11,8869
1743,GO_FIRST,G8-713,Delhi,Evening,one,Late_Night,Mumbai,Economy,6.08,11,8869
1744,GO_FIRST,G8-717,Delhi,Evening,one,Late_Night,Mumbai,Economy,9.33,11,8869
1745,Indigo,6E-607,Delhi,Night,one,Morning,Mumbai,Economy,10.17,11,8885
1746,Air_India,AI-9887,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.17,11,9000
1747,Vistara,UK-829,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7,11,9840
1748,Vistara,UK-859,Delhi,Morning,one,Night,Mumbai,Economy,12.58,11,9840
1749,Vistara,UK-871,Delhi,Night,one,Morning,Mumbai,Economy,13.42,11,9840
1750,Vistara,UK-829,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.5,11,9840
1751,Vistara,UK-871,Delhi,Night,one,Afternoon,Mumbai,Economy,17.92,11,9840
1752,Vistara,UK-859,Delhi,Morning,one,Morning,Mumbai,Economy,23.58,11,9840
1753,Vistara,UK-627,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,26.67,11,9893
1754,Vistara,UK-879,Delhi,Evening,one,Night,Mumbai,Economy,5.33,11,9945
1755,Vistara,UK-899,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,11,9945
1756,Vistara,UK-879,Delhi,Evening,one,Morning,Mumbai,Economy,16.33,11,9945
1757,Vistara,UK-899,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.25,11,9945
1758,Vistara,UK-879,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,11,9945
